Unnamed: 0,image_id,label,fold,0,1,2,3,4,preds
0,1000015157.jpg,0,0,0.2781509459018707,0.25794103741645813,0.11578966677188873,0.01654290221631527,0.3315754532814026,4
1,1000201771.jpg,3,0,0.0028406037017703056,0.001771187293343246,0.005606617778539658,0.9878636598587036,0.0019179468508809805,3
2,100042118.jpg,1,0,0.010746512562036514,0.02331371046602726,0.027811575680971146,0.046916112303733826,0.8912121057510376,4
3,1000723321.jpg,1,0,0.008316694758832455,0.8823614120483398,0.04978260397911072,0.02397153526544571,0.03556784614920616,1
4,1000812911.jpg,3,0,0.0018588205566629767,0.0013207277515903115,0.0016363051254302263,0.9925099611282349,0.002674071118235588,3
5,1000837476.jpg,3,0,1.0715388270909898e-05,4.456107490113936e-06,9.107415280595887e-06,0.9999703168869019,5.416123258328298e-06,3
6,1000910826.jpg,2,0,0.002969886641949415,0.0026283334009349346,0.8728137612342834,0.042905569076538086,0.07868243753910065,2
7,1001320321.jpg,0,0,0.06278587132692337,0.028050430119037628,0.029184745624661446,0.021962516009807587,0.8580164313316345,4
8,1001723730.jpg,4,0,0.6727295517921448,0.17452625930309296,0.0098671093583107,0.00856370385736227,0.13431333005428314,0
9,1001742395.jpg,3,0,0.0018205901142209768,0.0071183363907039165,0.002984178951010108,0.9859241843223572,0.0021527220960706472,3
10,1001749118.jpg,3,0,1.182702362712007e-07,8.057872236122421e-08,7.97951543063391e-07,0.999998927116394,8.196169432039824e-08,3
11,100204014.jpg,3,0,1.519288730378321e-06,5.629201496049063e-07,1.6779827092250343e-06,0.9999953508377075,9.039167707669549e-07,3
12,1002088496.jpg,1,0,0.012680403888225555,0.9428566694259644,0.010856343433260918,0.019883861765265465,0.013722688890993595,1
13,1002255315.jpg,3,0,1.4413492976927955e-07,5.385497203747036e-08,1.7201186892634723e-06,0.9999979734420776,2.12716784631084e-07,3
14,1002394761.jpg,3,0,1.1050891544073238e-06,2.6389000140625285e-07,2.034516910498496e-06,0.9999954700469971,1.1395293313398724e-06,3
15,1003218714.jpg,2,0,0.007793506607413292,0.0033174785785377026,0.610448956489563,0.372719407081604,0.0057205930352211,2
16,1003298598.jpg,3,0,0.005376906134188175,0.0039520543068647385,0.06505082547664642,0.9135781526565552,0.012042095884680748,3
17,1003442061.jpg,4,0,0.02985861897468567,0.1732678860425949,0.024600308388471603,0.1731010526418686,0.5991722345352173,4
18,1003888281.jpg,0,0,0.36379650235176086,0.20007476210594177,0.024606842547655106,0.017314329743385315,0.39420750737190247,4
19,1003987001.jpg,3,0,0.0002933419600594789,6.264227704377845e-05,0.0012415081728249788,0.9982876181602478,0.00011487238953122869,3
20,1004105566.jpg,3,0,0.00023810149286873639,0.0001266619801754132,0.00022031123808119446,0.999195396900177,0.0002195921551901847,3
21,1004163647.jpg,3,0,1.7410637553894048e-07,1.433389797966811e-07,4.1164059894072125e-07,0.9999992847442627,6.595387702645894e-08,3
22,1004389140.jpg,1,0,0.00012027917546220124,0.9971362352371216,0.00018334315973334014,0.0016442809719592333,0.0009158756001852453,1
23,1004672608.jpg,3,0,0.01985240913927555,0.011486100032925606,0.1392238289117813,0.7738045454025269,0.055633075535297394,3
24,100472565.jpg,2,0,0.008932005614042282,0.009162375703454018,0.86734938621521,0.10094408690929413,0.013612118549644947,2
25,1004826518.jpg,2,0,0.006055482197552919,0.25555604696273804,0.621529221534729,0.08912163227796555,0.0277375727891922,2
26,1004881261.jpg,3,0,0.004513632506132126,0.001642723218537867,0.012133573181927204,0.9657703638076782,0.01593962498009205,3
27,1005138819.jpg,3,0,0.028076134622097015,0.025474803522229195,0.013532430864870548,0.8296172022819519,0.10329948365688324,3
28,1005200906.jpg,2,0,0.015110732056200504,0.010609891265630722,0.06488195061683655,0.021764900535345078,0.8876324892044067,4
29,100533489.jpg,2,0,0.11442992836236954,0.1591288298368454,0.462311714887619,0.054477863013744354,0.20965169370174408,2
30,100560400.jpg,4,0,0.02923448011279106,0.013847574591636658,0.012281944043934345,0.11234220117330551,0.8322938084602356,4
31,1005695738.jpg,3,0,1.3185081115807407e-06,1.3447299807012314e-06,1.8018750779447146e-05,0.9999784231185913,8.762007723817078e-07,3
32,1005739807.jpg,3,0,1.6024406477299635e-06,1.161415866590687e-06,4.677837750932667e-06,0.9999914169311523,1.0596930906103808e-06,3
33,100609661.jpg,3,0,0.0010823117336258292,0.0003573572903405875,0.002673198003321886,0.9956205487251282,0.0002666121581569314,3
34,1007196516.jpg,3,0,0.012658340856432915,0.027644773945212364,0.2535723149776459,0.6696918606758118,0.03643272444605827,3
35,1007246985.jpg,3,0,0.010801045224070549,0.006037832237780094,0.008812672458589077,0.9546554684638977,0.01969299465417862,3
36,100731318.jpg,3,0,9.30552175759658e-07,2.465040438437427e-07,4.559936314763036e-06,0.9999940395355225,2.1189168819546467e-07,3
37,1007533812.jpg,3,0,0.00019844307098537683,0.00021714583272114396,0.0003223498060833663,0.998982846736908,0.00027923082234337926,3
38,1007700625.jpg,3,0,0.005942897405475378,0.0019116232870146632,0.0064814165234565735,0.9830781817436218,0.002585838083177805,3
39,1007891044.jpg,3,0,3.821959035121836e-05,4.3534408177947626e-05,6.734032649546862e-05,0.9998205304145813,3.0400378818740137e-05,3
40,1008126487.jpg,3,0,0.0004334678815212101,0.00019739600247703493,0.0012239320203661919,0.997465968132019,0.0006792696658521891,3
41,1008142548.jpg,1,0,0.011525890789926052,0.054817598313093185,0.2590036988258362,0.6544432044029236,0.02020958624780178,3
42,1008244905.jpg,1,0,0.0019568174611777067,0.9595364332199097,0.00515891844406724,0.014903594739735126,0.018444163724780083,1
43,1008284502.jpg,3,0,8.973213994067919e-08,3.481007126993063e-08,6.388047779637418e-08,0.9999997615814209,7.481187225266694e-08,3
44,1008532311.jpg,3,0,0.011102485470473766,0.02710733376443386,0.06633558124303818,0.8732231855392456,0.02223149873316288,3
45,1009037539.jpg,3,0,1.3218901528944116e-07,1.0971277930593715e-07,1.2886196145700524e-06,0.9999983310699463,9.193232841653298e-08,3
46,1009049118.jpg,3,0,0.0036707166582345963,0.0036171157844364643,0.0011858119396492839,0.9865812063217163,0.004945220425724983,3
47,1009126931.jpg,4,0,0.05905609950423241,0.020166993141174316,0.07024478167295456,0.013192101381719112,0.8373399376869202,4
48,1009148537.jpg,1,0,0.014686023816466331,0.9221851229667664,0.006309835705906153,0.04470450431108475,0.01211456023156643,1
49,1009268848.jpg,3,0,0.05436433106660843,0.019116003066301346,0.02954994887113571,0.8842989206314087,0.012670735828578472,3
50,1009322597.jpg,3,0,0.030944043770432472,0.02163875102996826,0.022763436660170555,0.8386228680610657,0.08603090792894363,3
51,1009361983.jpg,3,0,0.06430510431528091,0.03922959417104721,0.034805476665496826,0.3209720551967621,0.5406878590583801,4
52,1009431532.jpg,2,0,0.004215835127979517,0.004856616258621216,0.9397851824760437,0.004906138405203819,0.04623625427484512,2
53,1009441020.jpg,3,0,0.0038098625373095274,0.0015182968927547336,0.007235553115606308,0.980424165725708,0.007012082263827324,3
54,1009462599.jpg,3,0,0.005407612305134535,0.004835361614823341,0.0022498315665870905,0.9705532193183899,0.016953978687524796,3
55,1009489704.jpg,3,0,0.0020700693130493164,0.0018230521818622947,0.0083885807543993,0.9828985929489136,0.004819734487682581,3
56,1009495847.jpg,3,0,1.9148974388372153e-06,9.401543934473011e-07,3.91557659895625e-06,0.999991774559021,1.4555009784089634e-06,3
