,logits0,logits1,logits2,logits3,logits4,pred,label
0,0.019431116059422493,0.07473733276128769,0.08077505230903625,0.009806714951992035,0.06524978578090668,0,2
1,3.7945294479868608e-06,1.0507321348995902e-05,9.643402881920338e-05,0.24988670647144318,2.548399152146885e-06,3,3
2,0.0007708939956501126,0.017970753833651543,0.013914581388235092,0.04615645855665207,0.17118731141090393,1,4
3,0.0011718629393726587,0.19695812463760376,0.0064307283610105515,0.03322582319378853,0.012213457375764847,1,1
4,5.7102397477137856e-08,2.9965607950543927e-07,7.05340426065959e-06,0.2499915063381195,1.0757624977486557e-06,3,3
5,5.930913539486937e-05,6.59903307678178e-05,0.00020510103786364198,0.24951240420341492,0.0001571735047036782,3,3
6,6.689353904221207e-05,0.0006051722448319197,0.24240782856941223,0.0033447679597884417,0.003575334558263421,2,2
7,0.06882413476705551,0.10991217195987701,0.0013523373054340482,0.001587638515047729,0.06832371652126312,0,1
8,1.3560418665292673e-05,9.749047603690997e-05,0.00010111215669894591,0.24965845048427582,0.00012937306019011885,3,3
9,5.076315900964801e-08,7.513300204209372e-08,7.520042117903358e-07,0.24999666213989258,2.4441360437776893e-06,3,3
10,6.942351404859437e-08,8.58602078324111e-08,5.432243028735684e-07,0.24999871850013733,5.762559567301651e-07,3,3
11,6.92562825861387e-05,0.2490987628698349,0.00014475556963589042,0.0004516132757999003,0.00023563882859889418,1,1
12,0.00010142094106413424,0.001362347393296659,0.0005701284389942884,0.24765002727508545,0.0003160616324748844,3,3
13,8.790446736384183e-05,0.00010547510464675725,0.00036828595330007374,0.24926085770130157,0.00017747431411407888,3,3
14,0.0007345182821154594,0.0004635471850633621,0.16590870916843414,0.08227673918008804,0.0006164808291941881,2,2
15,1.2040297406201717e-05,9.777444938663393e-05,0.02677304670214653,0.22272366285324097,0.00039345392724499106,3,3
16,0.010451236739754677,0.01495947316288948,0.0017218375578522682,0.037534039467573166,0.18533340096473694,4,4
17,0.1897996962070465,0.009801328182220459,0.0005014038179069757,0.0005777819314971566,0.0493197999894619,0,0
18,4.7789748350623995e-05,0.00010117132478626445,0.0005028658197261393,0.24922315776348114,0.00012504137703217566,3,3
19,2.632339146657614e-07,1.4145265367915272e-06,8.449218512396328e-06,0.24998736381530762,2.514207835702109e-06,3,3
20,1.878411967481952e-05,1.9879513274645433e-05,0.0004440044576767832,0.24943512678146362,8.220849849749357e-05,3,3
21,6.410530772882339e-07,0.2499278038740158,4.731839453597786e-07,2.2898184397490695e-05,4.815963256987743e-05,1,1
22,0.0006417291006073356,0.0022552823647856712,0.006216298323124647,0.23367741703987122,0.00720925023779273,3,3
23,1.3258181752462406e-05,0.00010413619020255283,0.24801836907863617,0.0018255019094794989,3.876062692143023e-05,2,2
24,0.0003308757732156664,0.01264689676463604,0.04053099825978279,0.189025416970253,0.00746581656858325,2,3
25,0.008492767810821533,0.013002654537558556,0.0551237054169178,0.11664600670337677,0.056734878569841385,3,3
26,0.00032328578527085483,0.00017600561841391027,0.0004767556383740157,0.24805156886577606,0.0009723997209221125,3,3
27,0.002898710547015071,0.0038496386259794235,0.05601697415113449,0.0049526384100317955,0.18228204548358917,2,4
28,0.0064458646811544895,0.13369707763195038,0.018065672367811203,0.06581302732229233,0.02597835287451744,2,1
29,0.003400122281163931,0.0011483359849080443,0.0017850195290520787,0.02828828990459442,0.21537822484970093,4,4
30,2.867904731829185e-05,2.50840894295834e-05,0.0010965777328237891,0.2487982213497162,5.1448547310428694e-05,3,3
31,1.4356699011841556e-06,3.6222461403667694e-06,0.00022528058616444468,0.24976514279842377,4.515527052717516e-06,3,3
32,0.00018967413052450866,0.00031962775392457843,0.007219723891466856,0.24191802740097046,0.0003529737005010247,3,3
33,0.0004200907424092293,0.0003242383827455342,0.13871698081493378,0.10981456935405731,0.000724133278708905,3,2
34,0.0004343654145486653,0.0015942371683195233,0.0038911285810172558,0.22619126737117767,0.017889011651277542,3,3
35,2.0647298981657514e-07,7.508330668315466e-07,3.165727684972808e-05,0.2499670386314392,3.407431563573482e-07,3,3
36,5.280775894789258e-06,3.185244349879213e-05,6.979694444453344e-05,0.24983012676239014,6.29345013294369e-05,3,3
37,8.568390796881431e-08,5.877999598169481e-08,1.6571930245845579e-06,0.24999818205833435,2.5331013731033636e-08,3,3
38,0.0002418260701233521,0.0003508019435685128,0.0005204455810599029,0.24727143347263336,0.0016154919285327196,3,3
39,0.00010761286102933809,5.407626667874865e-05,0.0037363669835031033,0.24540576338768005,0.0006961930776014924,3,3
40,0.0006473001558333635,0.007672751788049936,0.23051802814006805,0.009644792415201664,0.0015171394916251302,1,2
41,3.6087982152821496e-05,0.24818217754364014,5.944207441643812e-05,0.0005366874975152314,0.001185618806630373,1,1
42,6.808037245065179e-09,1.9873347412158182e-08,9.844313808571314e-08,0.24999940395355225,4.5879900767431536e-07,3,3
43,0.0003633268061093986,0.008427511900663376,0.017224324867129326,0.22141870856285095,0.002566151088103652,3,3
44,3.45230368736793e-08,2.6767716576614475e-07,3.106110284534225e-07,0.24999728798866272,2.0937561657774495e-06,3,3
45,5.689714726031525e-07,3.1774064268574875e-07,4.979619916412048e-07,0.24999785423278809,7.38376058961876e-07,3,3
46,0.024812599644064903,0.005757672246545553,0.0019340332364663482,0.0004353700205683708,0.21706032752990723,4,4
47,9.292989125242457e-05,0.2485017478466034,9.877874254016206e-05,0.0012458113487809896,6.0716145526384935e-05,1,1
