,logits0,logits1,logits2,logits3,logits4,pred,label
0,0.18610845506191254,0.43465426564216614,0.07003219425678253,0.25504153966903687,0.05416353791952133,0,1
1,0.01323200948536396,0.021771354600787163,0.019820740446448326,0.9182816743850708,0.02689417451620102,3,3
2,0.01277818251401186,0.042113907635211945,0.054033391177654266,0.1333819478750229,0.7576925754547119,1,4
3,0.007674248423427343,0.7970327734947205,0.026577133685350418,0.10456295311450958,0.06415293365716934,1,1
4,0.015714170411229134,0.017186084762215614,0.01075301319360733,0.9131248593330383,0.043221864849328995,3,3
5,0.01441506389528513,0.01592966355383396,0.01648816093802452,0.9305986762046814,0.022568514570593834,3,3
6,0.020527010783553123,0.014908281154930592,0.7048614025115967,0.10167459398508072,0.15802858769893646,2,2
7,0.4115104675292969,0.12246325612068176,0.026355266571044922,0.13145771622657776,0.3082132339477539,0,0
8,0.7301009893417358,0.17071399092674255,0.010824647732079029,0.038272544741630554,0.050087861716747284,4,0
9,0.011520923115313053,0.04847599193453789,0.014352802187204361,0.891791582107544,0.03385865315794945,3,3
10,0.011938730254769325,0.014752152375876904,0.015482062473893166,0.9339737892150879,0.023853272199630737,3,3
11,0.014638373628258705,0.019704153761267662,0.016625484451651573,0.9247009754180908,0.02433105744421482,3,3
12,0.011955207213759422,0.8870065212249756,0.014229541644454002,0.07330205291509628,0.01350660715252161,1,1
13,0.013379549607634544,0.026707984507083893,0.01728765480220318,0.9209765195846558,0.021648269146680832,3,3
14,0.011827739886939526,0.020811567083001137,0.015132181346416473,0.9236929416656494,0.028535593301057816,3,3
15,0.017916567623615265,0.015467541292309761,0.3957540988922119,0.5483189225196838,0.022542869672179222,2,3
16,0.01205938309431076,0.017350323498249054,0.03656500577926636,0.9092177152633667,0.024807613343000412,3,3
17,0.07025270909070969,0.05906091257929802,0.02034122683107853,0.10460366308689117,0.7457415461540222,4,4
18,0.4583314061164856,0.23291273415088654,0.021647395566105843,0.08678694069385529,0.20032154023647308,0,0
19,0.011089394800364971,0.01555158756673336,0.016211431473493576,0.9386520981788635,0.0184955857694149,3,3
20,0.01313694380223751,0.02036002278327942,0.0143848592415452,0.9310386776924133,0.021079471334815025,3,3
21,0.012890007346868515,0.01837562769651413,0.015765417367219925,0.9296746850013733,0.023294277489185333,3,3
22,0.012567844241857529,0.9133858680725098,0.012796584516763687,0.049777042120695114,0.011472709476947784,1,1
23,0.021816743537783623,0.020483719184994698,0.022153092548251152,0.8961278796195984,0.039418552070856094,3,3
24,0.014007102698087692,0.01658899150788784,0.8851948380470276,0.06965774297714233,0.014551319181919098,2,2
25,0.01523539423942566,0.4615175724029541,0.3092173635959625,0.1511693149805069,0.06286046653985977,2,1
26,0.010601573623716831,0.011714443564414978,0.022362621501088142,0.9299582839012146,0.025363029912114143,3,3
27,0.01401593443006277,0.016655869781970978,0.021346664056181908,0.9314867258071899,0.01649487018585205,3,3
28,0.05446126312017441,0.056968219578266144,0.15933677554130554,0.13429522514343262,0.5949384570121765,2,4
29,0.02325977385044098,0.5230311155319214,0.10091611742973328,0.27342164516448975,0.07937134802341461,2,1
30,0.011326204985380173,0.009686310775578022,0.021899864077568054,0.09004432708024979,0.8670432567596436,4,4
31,0.011842186562716961,0.025662750005722046,0.017895545810461044,0.9204709529876709,0.024128517135977745,3,3
32,0.010649916715919971,0.012511798180639744,0.016861379146575928,0.9380051493644714,0.02197178266942501,3,3
33,0.01198764517903328,0.014383286237716675,0.024265283718705177,0.9266073703765869,0.022756427526474,3,3
34,0.013905118219554424,0.034306056797504425,0.054823484271764755,0.8637611269950867,0.03320420905947685,3,3
35,0.020130552351474762,0.027092868462204933,0.024873482063412666,0.8987241983413696,0.029178908094763756,3,3
36,0.009529713541269302,0.015143420547246933,0.01811624877154827,0.9376688003540039,0.019541822373867035,3,3
37,0.008779557421803474,0.012048928067088127,0.01494522299617529,0.942927360534668,0.02129894681274891,3,3
38,0.018881885334849358,0.01878541149199009,0.014967691153287888,0.9288724660873413,0.018492627888917923,3,3
39,0.013061735779047012,0.02097957208752632,0.015476337634027004,0.9225810766220093,0.027901237830519676,3,3
40,0.014523632824420929,0.012866200879216194,0.013310988433659077,0.9335176944732666,0.025781478732824326,3,3
41,0.02093321643769741,0.23240874707698822,0.32434648275375366,0.3925822377204895,0.029729286208748817,1,3
42,0.04094456508755684,0.7151920795440674,0.023418765515089035,0.12166672945022583,0.09877786040306091,1,1
43,0.013130370527505875,0.017095647752285004,0.01576950028538704,0.9327799081802368,0.021224675700068474,3,3
44,0.010720402002334595,0.03601345792412758,0.05484914407134056,0.8677383661270142,0.03067859634757042,3,3
45,0.013100155629217625,0.019664617255330086,0.015542509965598583,0.929436445236206,0.022256240248680115,3,3
46,0.013535486534237862,0.018490176647901535,0.01618628390133381,0.9291996359825134,0.022588467225432396,3,3
47,0.20050902664661407,0.046611469238996506,0.02844494767487049,0.08809671550989151,0.63633793592453,4,4
48,0.012405186891555786,0.8110200762748718,0.02547874115407467,0.13049116730690002,0.02060476504266262,1,1
49,0.01145266741514206,0.0159791000187397,0.0219711996614933,0.937147855758667,0.013449233956634998,3,3
50,0.020376848056912422,0.016518594697117805,0.007994725368916988,0.8938217163085938,0.061288125813007355,3,3
51,0.012015770189464092,0.02266792207956314,0.05274711549282074,0.8904990553855896,0.02207004465162754,3,3
52,0.029287228360772133,0.04920189827680588,0.7359333634376526,0.10281431674957275,0.08276315778493881,2,2
53,0.009937278926372528,0.016296226531267166,0.012638339772820473,0.9199671149253845,0.04116103798151016,3,3
54,0.009772643446922302,0.013180781155824661,0.013956175185739994,0.920287549495697,0.04280289635062218,3,3
55,0.012417029589414597,0.013638576492667198,0.015477991662919521,0.9288075566291809,0.029658811166882515,3,3
56,0.015616961754858494,0.024385718628764153,0.013413726352155209,0.9268332123756409,0.019750408828258514,3,3
57,0.014688802883028984,0.013261232525110245,0.018000390380620956,0.9325523972511292,0.02149718441069126,3,3
58,0.016582787036895752,0.031109867617487907,0.8228117227554321,0.09790333360433578,0.03159238025546074,2,2
59,0.013042991980910301,0.02313169464468956,0.019372040405869484,0.9239169359207153,0.02053629793226719,3,3
60,0.03092338889837265,0.8385364413261414,0.021104654297232628,0.0506109818816185,0.05882449820637703,1,1
61,0.09287957102060318,0.05975249782204628,0.023802924901247025,0.19172537326812744,0.6318396925926208,3,4
62,0.01679316908121109,0.03892729431390762,0.2883974313735962,0.21549256145954132,0.4403895139694214,4,4
63,0.013149035163223743,0.026957448571920395,0.024360861629247665,0.89988774061203,0.035644859075546265,3,3
64,0.021326839923858643,0.0286411102861166,0.019020820036530495,0.9006190299987793,0.030392220243811607,3,3
65,0.012013831175863743,0.015524237416684628,0.019100574776530266,0.9292259812355042,0.02413538470864296,3,3
66,0.022641507908701897,0.023032261058688164,0.7452859282493591,0.19350220263004303,0.015538131818175316,3,2
67,0.019669609144330025,0.21739868819713593,0.02446983940899372,0.12884071469306946,0.6096211671829224,4,4
68,0.014887606725096703,0.025102373212575912,0.7942193150520325,0.12747827172279358,0.03831245005130768,2,2
69,0.06960372626781464,0.48674601316452026,0.09747292101383209,0.29739171266555786,0.048785578459501266,3,1
70,0.019906295463442802,0.024251801893115044,0.03120003640651703,0.08898766338825226,0.8356541395187378,4,4
71,0.02242891862988472,0.022611310705542564,0.04570484161376953,0.08598563820123672,0.8232693076133728,4,4
72,0.7054463624954224,0.044467486441135406,0.020285701379179955,0.0891185775399208,0.14068195223808289,1,0
73,0.7175347208976746,0.057928889989852905,0.01561048161238432,0.12252501398324966,0.08640085905790329,0,0
74,0.0072338939644396305,0.627994954586029,0.029218418523669243,0.2963895797729492,0.039163216948509216,1,1
75,0.009871683083474636,0.011970270425081253,0.014073635451495647,0.9419024586677551,0.02218187414109707,3,3
76,0.032665885984897614,0.7511625289916992,0.00806777086108923,0.09458158165216446,0.1135222539305687,1,1
77,0.011339796707034111,0.01827787049114704,0.01384564209729433,0.9335039854049683,0.02303268015384674,3,3
78,0.016980743035674095,0.8225455284118652,0.027959397062659264,0.08872325718402863,0.0437910296022892,1,1
79,0.32337310910224915,0.0753151997923851,0.027016177773475647,0.12075737863779068,0.4535382091999054,4,4
80,0.01010095328092575,0.03796245902776718,0.019908331334590912,0.8710482120513916,0.060980118811130524,3,3
81,0.011836959049105644,0.010184058919548988,0.011197211220860481,0.9350464940071106,0.03173520416021347,3,3
82,0.011785916052758694,0.014013879001140594,0.014483519829809666,0.9393900036811829,0.02032669261097908,3,3
83,0.12874461710453033,0.11107011884450912,0.036056891083717346,0.4176974594593048,0.3064309060573578,4,3
84,0.021269598975777626,0.020380157977342606,0.8018069863319397,0.12174131721258163,0.03480197489261627,2,2
85,0.018754206597805023,0.025744769722223282,0.058826249092817307,0.8584586381912231,0.03821617737412453,3,3
86,0.01758318394422531,0.03145898878574371,0.016144363209605217,0.9041696190834045,0.030643882229924202,3,3
87,0.021812081336975098,0.7858080863952637,0.015281367115676403,0.14014890789985657,0.03694954514503479,1,1
88,0.013327494263648987,0.014207413420081139,0.017240876331925392,0.925491452217102,0.029732784256339073,3,3
89,0.01266000047326088,0.02206987515091896,0.040369439870119095,0.9066628813743591,0.018237844109535217,3,3
90,0.01212293840944767,0.01635861024260521,0.017661208286881447,0.9298278093338013,0.024029500782489777,3,3
91,0.019001048058271408,0.02068195678293705,0.1067429929971695,0.8207128047943115,0.03286120295524597,3,3
92,0.012829863466322422,0.016442589461803436,0.7389156222343445,0.21395210921764374,0.017859848216176033,2,2
93,0.057379450649023056,0.35964274406433105,0.0994689092040062,0.11907380819320679,0.364435076713562,1,4
94,0.014236349612474442,0.01743488572537899,0.023325366899371147,0.926933765411377,0.01806962490081787,3,3
95,0.013137679547071457,0.01606818474829197,0.03044990263879299,0.9227971434593201,0.01754714362323284,3,3
96,0.013370828703045845,0.7841687798500061,0.05745270103216171,0.12505868077278137,0.019949063658714294,1,1
97,0.15244248509407043,0.2686535120010376,0.030994873493909836,0.10459315776824951,0.44331595301628113,1,4
98,0.020090565085411072,0.031457748264074326,0.8553239703178406,0.07944243401288986,0.013685227371752262,2,2
99,0.01676837168633938,0.03028189204633236,0.013549533672630787,0.9203815460205078,0.019018638879060745,3,3
100,0.017527000978589058,0.01870865188539028,0.8112513422966003,0.13302263617515564,0.019490424543619156,2,2
101,0.023552441969513893,0.1891588419675827,0.04408089071512222,0.1012192815542221,0.6419885754585266,4,4
102,0.018725574016571045,0.09942358732223511,0.19160345196723938,0.6570271253585815,0.03322022408246994,2,3
103,0.009723704308271408,0.024556905031204224,0.8884432315826416,0.03928808867931366,0.03798807039856911,2,2
104,0.030256764963269234,0.015144445933401585,0.030033599585294724,0.2911432683467865,0.6334218978881836,4,4
105,0.017637981101870537,0.017080100253224373,0.011551332660019398,0.9158987998962402,0.03783176466822624,3,3
106,0.06512468308210373,0.02937903068959713,0.03557601571083069,0.2533775269985199,0.6165426969528198,3,4
107,0.015470803715288639,0.8852740526199341,0.013309836387634277,0.06664863973855972,0.01929662749171257,1,1
108,0.012233228422701359,0.02065041847527027,0.016862723976373672,0.9292201399803162,0.02103351429104805,3,3
109,0.7723553776741028,0.032162413001060486,0.07671196758747101,0.06989030539989471,0.04888000711798668,0,0
110,0.017102153971791267,0.025026118382811546,0.018264006823301315,0.919021725654602,0.020586051046848297,3,3
111,0.0290223341435194,0.011228119023144245,0.026917196810245514,0.08269692212343216,0.8501354455947876,4,4
112,0.029599783942103386,0.01993417553603649,0.056745145469903946,0.08458266407251358,0.8091382384300232,4,4
113,0.016125135123729706,0.020202137529850006,0.011607544496655464,0.9147886037826538,0.037276484072208405,3,3
114,0.013233751989901066,0.01993778720498085,0.010956475511193275,0.9268317818641663,0.02904016338288784,3,3
115,0.012566785328090191,0.019118012860417366,0.02003788948059082,0.919958233833313,0.028319070115685463,3,3
116,0.008397071622312069,0.014924723654985428,0.011429942212998867,0.9414953589439392,0.023752890527248383,3,3
117,0.0391162745654583,0.07131318002939224,0.14226774871349335,0.7192886471748352,0.028014207258820534,3,3
118,0.025631563737988472,0.027236822992563248,0.016569748520851135,0.1206660270690918,0.809895932674408,0,4
119,0.012329953722655773,0.024723120033740997,0.01694556325674057,0.9272187948226929,0.018782496452331543,3,3
120,0.014245911501348019,0.01639367640018463,0.014519477263092995,0.9388490915298462,0.015991931781172752,3,3
121,0.00811741128563881,0.8978551030158997,0.015646614134311676,0.06679422408342361,0.011586574837565422,1,1
122,0.141845703125,0.037599824368953705,0.5242998003959656,0.10638238489627838,0.18987222015857697,2,2
123,0.11956318467855453,0.44651973247528076,0.060250502079725266,0.15307481586933136,0.22059181332588196,0,1
124,0.013555058278143406,0.01604592241346836,0.007330423220992088,0.8551127314567566,0.10795588046312332,3,3
125,0.012485870160162449,0.06944460421800613,0.016655148938298225,0.8708707690238953,0.030543584376573563,3,3
126,0.015483615919947624,0.01986062340438366,0.01686880737543106,0.9317485094070435,0.016038445755839348,3,3
127,0.013051998801529408,0.016898678615689278,0.021840086206793785,0.9252826571464539,0.022926634177565575,3,3
128,0.011462085880339146,0.01962490938603878,0.016978098079562187,0.9329246282577515,0.01901034452021122,3,3
129,0.008965203538537025,0.017755530774593353,0.01284821517765522,0.9394686818122864,0.020962314680218697,3,3
130,0.06808348745107651,0.37494245171546936,0.03965047001838684,0.2096535563468933,0.30767005681991577,4,1
131,0.014393426477909088,0.01952528767287731,0.014857539907097816,0.9309682846069336,0.02025550976395607,3,3
132,0.33645394444465637,0.21611015498638153,0.04185092821717262,0.12604095041751862,0.2795439660549164,4,0
133,0.014496481977403164,0.02508726343512535,0.01584494300186634,0.9129956960678101,0.03157556802034378,3,3
134,0.011152991093695164,0.01523080375045538,0.01501418836414814,0.9321002960205078,0.02650175243616104,3,3
135,0.04158719256520271,0.020543312653899193,0.020653706043958664,0.11539077013731003,0.8018249869346619,4,4
136,0.023547889664769173,0.0200349073857069,0.05110052227973938,0.8322339057922363,0.0730828195810318,0,3
137,0.01060830894857645,0.019927438348531723,0.025019463151693344,0.9141778349876404,0.03026689775288105,3,3
138,0.013139755465090275,0.02249736897647381,0.8668365478515625,0.07424673438072205,0.023279601708054543,2,2
139,0.013673155568540096,0.02386637218296528,0.020673556253314018,0.9110623002052307,0.030724545940756798,3,3
140,0.02395864948630333,0.36664730310440063,0.03799548000097275,0.08187571913003922,0.48952287435531616,1,4
141,0.09925340861082077,0.38731178641319275,0.12743648886680603,0.3141908049583435,0.07180751115083694,0,1
142,0.017995988950133324,0.02983686700463295,0.01320834644138813,0.8906609416007996,0.04829780384898186,3,3
143,0.010941969230771065,0.016454296186566353,0.015072501264512539,0.9415445923805237,0.01598663069307804,3,3
144,0.014962213113904,0.02293732389807701,0.013964581303298473,0.9217060208320618,0.026429805904626846,3,3
145,0.013966076076030731,0.01763279177248478,0.832140326499939,0.11946165561676025,0.016799183562397957,2,2
146,0.010866660624742508,0.01314819697290659,0.017145546153187752,0.9391137361526489,0.019725900143384933,3,3
147,0.026015164330601692,0.07410721480846405,0.6016796231269836,0.2495221495628357,0.048675838857889175,2,2
148,0.015464399009943008,0.017886219546198845,0.013890398666262627,0.9314036965370178,0.021355316042900085,3,3
149,0.014616742730140686,0.017537372186779976,0.017131013795733452,0.934276819229126,0.016438130289316177,3,3
150,0.01306997425854206,0.018991857767105103,0.01551113836467266,0.9338240623474121,0.018603019416332245,3,3
